"시도","시군구","성별","0~4세","5~9세","10~14세","15~19세","20~24세","25~29세","30~34세","35~39세","40~44세","45~49세","50~54세","55~59세","60~64세","65~69세","70~74세","75~79세","80세이상"
"부산광역시","금정구","남","16","10","6","129","585","413","221","125","42","38","44","36","20","6","2","1","3"
"부산광역시","금정구","여","34","16","3","190","1175","446","193","105","50","73","67","40","19","7","1","1","3"
"부산광역시","기장군","남","9","3","4","12","148","373","392","248","109","59","42","24","12","7","4","2","1"
"부산광역시","기장군","여","6","4","3","4","75","102","115","61","44","54","39","25","12","3","2","0","0"
"부산광역시","남구","남","26","21","9","398","938","402","224","137","88","73","56","37","32","15","4","2","5"
"부산광역시","남구","여","37","12","8","391","993","478","233","84","76","71","64","54","22","6","2","4","5"
"부산광역시","동구","남","18","17","12","20","29","86","115","83","61","46","53","45","43","21","10","5","2"
"부산광역시","동구","여","19","20","15","19","83","129","133","100","76","64","45","48","38","22","10","4","11"
"부산광역시","동래구","남","7","1","5","8","28","72","72","58","28","39","23","24","15","5","1","1","1"
"부산광역시","동래구","여","6","6","6","18","61","121","90","51","64","42","34","33","15","6","0","1","3"
"부산광역시","부산진구","남","26","13","12","45","87","136","122","90","71","81","71","49","38","10","6","4","1"
"부산광역시","부산진구","여","12","16","8","78","250","282","237","122","111","102","74","71","36","9","8","1","5"
"부산광역시","북구","남","9","5","4","80","319","96","36","43","27","46","43","32","15","5","3","4","2"
"부산광역시","북구","여","11","2","6","93","283","178","129","77","71","63","62","47","21","10","3","0","4"
"부산광역시","사상구","남","25","7","12","99","689","556","490","291","143","113","93","63","31","15","5","1","4"
"부산광역시","사상구","여","21","16","11","124","852","407","237","154","79","127","106","85","32","17","5","0","2"
"부산광역시","사하구","남","23","6","10","22","292","603","585","441","249","157","115","56","36","13","4","2","2"
"부산광역시","사하구","여","23","9","13","29","216","273","262","175","119","122","128","92","36","16","1","1","0"
"부산광역시","서구","남","6","4","6","16","131","185","224","211","160","86","32","24","11","8","4","2","1"
"부산광역시","서구","여","9","8","9","28","110","89","77","56","41","29","47","31","11","8","3","5","1"
"부산광역시","수영구","남","14","9","5","12","37","88","121","96","86","50","39","28","17","9","3","3","0"
"부산광역시","수영구","여","20","9","5","8","62","142","113","74","70","46","40","28","16","11","1","1","2"
"부산광역시","연제구","남","9","0","3","6","24","28","57","39","29","27","29","21","7","9","1","1","0"
"부산광역시","연제구","여","9","3","3","9","45","104","84","67","37","43","45","17","17","3","0","1","0"
"부산광역시","영도구","남","11","11","7","12","72","186","238","176","128","80","36","23","21","8","2","1","1"
"부산광역시","영도구","여","13","4","6","23","70","106","85","57","43","57","49","36","17","6","2","3","2"
"부산광역시","중구","남","10","5","5","39","101","182","228","179","165","66","34","24","18","13","7","2","7"
"부산광역시","중구","여","8","5","6","55","131","67","48","47","36","36","38","29","17","11","4","5","5"
"부산광역시","해운대구","남","71","65","48","73","258","298","253","223","208","154","131","113","66","34","13","11","5"
"부산광역시","해운대구","여","59","56","57","86","295","288","256","214","163","118","131","84","54","14","3","1","1"
"서울특별시","강남구","남","50","41","35","46","142","405","533","350","249","202","187","135","69","28","14","7","6"
"서울특별시","강남구","여","43","33","22","55","313","522","375","234","181","159","175","137","81","32","16","6","5"
"서울특별시","강동구","남","53","48","15","20","71","233","264","194","182","242","238","240","84","22","11","2","3"
"서울특별시","강동구","여","71","43","21","23","104","237","254","220","190","275","317","307","109","24","9","3","7"
"서울특별시","강북구","남","41","17","13","33","128","192","163","151","102","132","141","122","56","21","12","4","6"
"서울특별시","강북구","여","40","34","16","50","302","367","289","199","143","181","235","198","85","29","11","4","6"
"서울특별시","강서구","남","127","66","22","31","107","311","405","340","302","358","423","378","204","67","24","16","5"
"서울특별시","강서구","여","120","59","23","73","184","451","536","408","228","332","402","348","139","42","14","14","5"
"서울특별시","관악구","남","339","199","75","111","406","911","1087","826","654","908","1178","1078","424","100","23","12","14"
"서울특별시","관악구","여","341","164","97","183","975","1310","1023","650","556","940","1275","1190","415","96","30","18","24"
"서울특별시","광진구","남","235","129","77","227","1026","805","680","487","366","539","710","635","229","52","14","7","13"
"서울특별시","광진구","여","228","124","53","477","2043","1224","683","476","390","647","864","830","248","44","12","8","13"
"서울특별시","구로구","남","632","380","192","188","266","1341","1918","1671","1668","2463","2927","2442","976","199","57","31","32"
"서울특별시","구로구","여","581","338","177","119","356","992","1401","1095","1015","1757","2375","2189","777","159","49","30","24"
"서울특별시","금천구","남","417","253","87","64","129","747","1158","960","1060","1537","1787","1404","507","117","24","15","12"
"서울특별시","금천구","여","390","230","68","72","156","612","794","655","623","1141","1462","1296","400","106","25","12","17"
"서울특별시","노원구","남","32","21","11","133","354","252","171","122","98","112","85","58","40","14","7","5","2"
"서울특별시","노원구","여","38","17","10","151","480","361","275","179","149","146","147","115","50","16","11","6","4"
"서울특별시","도봉구","남","30","19","8","22","84","122","109","90","62","82","68","41","35","14","5","1","2"
"서울특별시","도봉구","여","23","13","17","52","167","215","196","119","103","117","102","85","44","14","4","3","0"
"서울특별시","동대문구","남","128","82","40","553","1750","948","595","344","259","314","337","298","132","45","14","9","13"
"서울특별시","동대문구","여","138","63","51","1006","3909","1636","660","388","259","351","407","382","163","52","16","13","9"
"서울특별시","동작구","남","144","92","34","220","881","695","583","419","341","533","686","621","231","53","20","5","14"
"서울특별시","동작구","여","148","72","35","333","1821","831","560","317","310","524","753","675","233","53","18","8","13"
"서울특별시","마포구","남","105","91","80","157","588","612","588","472","351","342","332","299","163","73","33","13","10"
"서울특별시","마포구","여","103","90","67","370","1851","1425","710","455","283","316","314","307","138","53","27","18","32"
"서울특별시","서대문구","남","74","83","80","316","875","627","445","289","221","249","257","235","179","84","46","21","25"
"서울특별시","서대문구","여","91","76","79","695","3252","1467","635","405","258","271","274","274","153","73","46","33","40"
"서울특별시","서초구","남","92","104","69","55","117","228","393","305","254","186","175","115","48","25","11","5","4"
"서울특별시","서초구","여","91","87","62","58","165","256","307","249","216","200","190","122","69","23","7","6","5"
"서울특별시","성동구","남","101","66","31","131","655","563","489","338","244","311","319","272","117","46","18","3","5"
"서울특별시","성동구","여","112","58","29","180","1083","607","413","253","219","327","366","368","130","26","7","4","12"
"서울특별시","성북구","남","119","70","44","441","1479","747","499","301","190","201","176","139","78","32","16","8","7"
"서울특별시","성북구","여","117","49","37","791","2813","1047","548","336","243","243","249","176","89","29","16","10","12"
"서울특별시","송파구","남","128","66","30","61","145","379","480","389","264","371","429","325","123","45","14","9","2"
"서울특별시","송파구","여","105","86","27","56","194","401","464","303","270","411","467","406","157","38","14","10","8"
"서울특별시","양천구","남","56","40","28","20","62","161","219","223","171","208","235","207","75","34","12","5","5"
"서울특별시","양천구","여","54","46","17","25","119","252","285","217","204","239","300","199","104","28","4","3","7"
"서울특별시","영등포구","남","703","425","225","158","221","1366","2094","1735","1811","2537","3173","2611","1010","238","56","38","24"
"서울특별시","영등포구","여","671","418","202","130","343","1101","1436","1139","1052","2078","2805","2503","845","196","46","39","45"
"서울특별시","용산구","남","356","411","303","257","497","921","1238","1172","974","839","617","465","251","134","59","31","20"
"서울특별시","용산구","여","351","386","259","250","548","758","852","840","673","590","493","363","225","81","36","18","15"
"서울특별시","은평구","남","53","47","37","96","128","206","237","207","173","182","173","168","85","34","24","13","7"
"서울특별시","은평구","여","63","29","35","109","217","368","351","289","194","234","243","208","117","45","14","13","9"
"서울특별시","종로구","남","79","71","54","325","959","510","427","370","293","295","285","254","120","50","19","6","10"
"서울특별시","종로구","여","87","69","42","528","1946","697","397","290","232","280","298","312","115","44","5","8","10"
"서울특별시","중구","남","162","113","87","169","476","516","493","414","316","345","369","335","163","62","32","17","15"
"서울특별시","중구","여","125","101","78","310","970","662","456","304","297","356","445","419","167","52","15","21","22"
"서울특별시","중랑구","남","98","66","24","47","123","242","233","166","128","201","197","168","71","23","7","1","5"
"서울특별시","중랑구","여","86","58","31","57","212","396","402","285","206","293","327","267","97","28","4","2","3"
"세종특별자치시","소계","남","50","33","8","87","321","503","484","313","199","157","163","105","41","12","1","1","1"
"세종특별자치시","소계","여","37","18","20","85","243","255","277","170","118","122","134","107","50","8","1","0","1"
"울산광역시","남구","남","85","50","17","68","246","419","371","264","170","261","250","172","74","19","4","3","3"
"울산광역시","남구","여","75","43","29","59","328","406","340","245","160","236","253","182","64","17","4","5","6"
"울산광역시","동구","남","77","56","19","15","92","349","500","360","226","191","127","111","32","20","8","2","0"
"울산광역시","동구","여","68","47","24","14","110","189","236","147","109","121","108","89","32","7","1","2","2"
"울산광역시","북구","남","18","8","3","15","143","380","379","224","132","108","82","40","20","6","2","1","3"
"울산광역시","북구","여","16","11","7","7","95","175","171","101","80","89","87","70","35","6","1","0","1"
"울산광역시","울주군","남","90","61","26","82","485","1172","1191","672","392","334","302","165","55","14","3","3","2"
"울산광역시","울주군","여","107","49","34","37","170","319","345","247","194","264","287","191","51","12","8","2","6"
"울산광역시","중구","남","38","22","10","15","18","91","119","96","83","120","127","99","53","14","3","1","5"
"울산광역시","중구","여","33","9","10","20","104","208","191","142","91","138","150","121","52","16","2","1","4"
"인천광역시","강화군","남","1","2","3","1","53","149","131","66","36","21","16","12","8","4","1","2","1"
"인천광역시","강화군","여","3","2","0","2","27","58","50","27","15","26","29","27","11","1","1","1","2"
"인천광역시","계양구","남","38","20","17","17","134","236","245","163","106","123","112","99","40","21","5","2","2"
"인천광역시","계양구","여","50","17","12","36","186","248","275","181","155","167","180","141","48","20","7","1","4"
"인천광역시","남구","남","173","87","59","206","605","568","662","498","308","309","263","219","121","49","17","10","14"
"인천광역시","남구","여","158","85","39","185","692","533","546","420","280","357","341","309","136","42","25","7","14"
"인천광역시","남동구","남","147","102","51","60","632","1718","2090","1490","826","511","427","272","106","37","12","6","2"
"인천광역시","남동구","여","131","91","49","54","216","514","631","472","328","374","384","268","114","45","7","7","7"
"인천광역시","동구","남","13","5","2","12","43","78","93","72","43","45","40","26","9","8","1","1","2"
"인천광역시","동구","여","9","5","12","10","21","50","63","48","33","42","45","39","20","8","1","0","1"
"인천광역시","부평구","남","392","153","75","67","201","734","999","723","511","674","710","627","287","79","17","14","9"
"인천광역시","부평구","여","338","165","65","89","229","676","951","593","424","639","758","650","268","61","21","9","13"
"인천광역시","서구","남","147","110","52","61","624","1780","2059","1477","697","501","351","245","103","39","15","12","2"
"인천광역시","서구","여","159","86","51","53","216","549","555","452","328","383","345","297","108","45","9","3","4"
"인천광역시","연수구","남","288","241","161","202","390","613","758","626","469","356","266","184","67","26","10","10","3"
"인천광역시","연수구","여","287","223","134","271","513","588","660","502","378","341","260","198","69","22","11","4","4"
"인천광역시","옹진군","남","0","0","0","1","23","30","33","14","7","4","2","2","2","0","0","0","0"
"인천광역시","옹진군","여","0","0","0","0","2","10","8","4","7","5","5","6","3","0","0","0","0"
"인천광역시","중구","남","48","36","44","57","98","219","282","248","182","180","159","143","105","88","54","25","13"
"인천광역시","중구","여","48","44","46","54","107","188","244","219","166","185","180","192","86","40","24","12","23"
"전라남도","강진군","남","0","0","2","0","32","55","40","28","7","12","11","12","3","1","0","0","0"
"전라남도","강진군","여","0","3","1","3","23","51","38","18","16","26","31","18","6","2","0","0","0"
"전라남도","고흥군","남","1","2","1","2","126","214","118","42","34","7","19","14","11","2","1","1","0"
"전라남도","고흥군","여","0","0","0","4","46","57","54","27","19","30","30","19","9","5","0","0","0"
"전라남도","곡성군","남","0","2","0","17","61","65","20","20","12","7","12","5","3","0","3","0","1"
"전라남도","곡성군","여","0","1","1","8","38","39","18","13","17","25","23","17","5","1","1","0","0"
"전라남도","광양시","남","7","6","3","8","84","148","151","74","54","36","56","43","22","12","0","0","1"
"전라남도","광양시","여","7","7","5","11","86","165","136","94","63","88","87","58","26","6","1","1","0"
"전라남도","구례군","남","0","0","1","0","18","14","10","4","9","10","6","7","4","0","0","0","0"
"전라남도","구례군","여","0","0","0","5","19","30","26","15","15","15","17","13","6","1","0","0","0"
"전라남도","나주시","남","10","6","3","49","390","369","226","139","70","62","48","37","18","6","4","1","2"
"전라남도","나주시","여","14","8","5","72","265","220","143","88","50","75","89","59","20","10","3","1","2"
"전라남도","담양군","남","1","1","2","2","137","153","96","64","42","19","12","9","8","2","0","1","0"
"전라남도","담양군","여","0","0","1","1","103","156","87","48","21","20","28","22","8","4","0","0","1"
"전라남도","목포시","남","20","13","6","18","191","328","284","227","177","133","81","67","29","14","2","2","0"
"전라남도","목포시","여","22","17","7","21","164","253","190","107","89","122","128","93","32","22","5","2","2"
"전라남도","무안군","남","3","3","2","16","292","233","122","81","50","31","28","29","11","6","1","0","0"
"전라남도","무안군","여","4","8","3","24","232","159","93","52","30","48","61","48","13","3","0","0","0"
"전라남도","보성군","남","0","1","0","0","37","65","34","20","10","13","20","7","4","2","1","0","0"
"전라남도","보성군","여","1","0","0","11","32","71","44","31","13","20","28","15","8","1","1","0","0"
"전라남도","순천시","남","13","8","5","45","115","172","134","99","58","44","45","50","21","15","0","2","1"
"전라남도","순천시","여","11","2","5","24","170","199","164","92","75","88","91","74","23","10","2","0","1"
"전라남도","신안군","남","2","0","0","2","82","171","123","71","30","11","12","13","9","3","1","0","0"
"전라남도","신안군","여","0","0","0","3","21","57","42","29","20","15","22","16","9","3","0","0","0"
"전라남도","여수시","남","8","3","6","8","275","736","637","501","354","212","67","46","23","14","6","3","1"
"전라남도","여수시","여","3","8","8","16","138","249","218","127","105","124","117","75","35","16","7","0","0"
"전라남도","영광군","남","1","0","1","4","98","130","66","62","31","28","20","22","20","6","4","0","1"
"전라남도","영광군","여","1","2","1","2","39","75","56","26","22","42","46","29","14","6","3","0","0"
"전라남도","영암군","남","37","24","19","12","217","692","671","435","248","129","91","66","33","7","1","1","0"
"전라남도","영암군","여","28","32","12","15","63","164","148","100","99","111","112","73","39","4","2","1","2"
"전라남도","완도군","남","2","1","0","4","228","501","319","198","72","25","25","18","7","2","2","0","0"
"전라남도","완도군","여","1","1","2","2","45","88","43","34","22","40","37","34","11","4","0","0","1"
"전라남도","장성군","남","2","2","0","3","111","201","164","91","58","35","17","22","8","3","3","1","2"
"전라남도","장성군","여","0","3","5","3","63","82","71","35","37","30","43","31","18","3","1","0","0"
"전라남도","장흥군","남","0","0","0","1","41","56","50","25","14","10","14","12","10","3","0","0","0"
"전라남도","장흥군","여","0","0","0","5","32","61","42","40","32","33","31","28","9","1","0","0","0"
"전라남도","진도군","남","0","0","0","1","214","411","213","100","26","22","14","10","8","1","0","0","0"
"전라남도","진도군","여","1","1","0","2","28","47","41","18","15","18","24","12","11","5","0","0","0"
"전라남도","함평군","남","0","0","0","1","89","117","66","37","31","15","19","6","7","3","0","0","0"
"전라남도","함평군","여","0","0","0","2","36","71","35","29","19","23","27","13","5","4","0","0","1"
"전라남도","해남군","남","0","1","1","4","131","251","187","114","30","34","34","26","18","3","1","0","0"
"전라남도","해남군","여","0","0","2","3","67","110","82","56","28","60","57","36","23","4","0","1","1"
"전라남도","화순군","남","4","4","1","2","113","106","57","52","27","20","20","20","14","2","0","0","1"
"전라남도","화순군","여","3","1","1","4","84","98","73","45","32","39","65","44","16","6","2","0","0"
"전라북도","고창군","남","2","1","1","2","49","131","119","56","26","19","39","15","13","3","1","0","0"
"전라북도","고창군","여","0","0","0","2","53","95","91","35","28","51","46","33","13","5","4","1","0"
"전라북도","군산시","남","36","25","15","58","343","828","798","441","288","189","128","106","41","23","12","8","6"
"전라북도","군산시","여","25","25","18","64","247","337","270","207","148","178","184","133","54","17","9","2","3"
"전라북도","김제시","남","5","6","1","9","167","346","332","221","93","55","37","27","8","11","2","0","1"
"전라북도","김제시","여","4","5","4","4","79","149","97","73","31","58","61","37","16","8","3","1","1"
"전라북도","남원시","남","4","3","2","3","63","70","71","38","26","37","28","26","25","6","3","0","2"
"전라북도","남원시","여","2","2","2","8","63","91","86","61","49","65","65","41","23","4","4","0","3"
"전라북도","무주군","남","0","0","0","1","12","10","5","4","7","7","10","9","9","6","1","0","0"
"전라북도","무주군","여","1","0","0","0","12","25","32","16","12","19","19","18","10","5","0","0","0"
"전라북도","부안군","남","0","0","2","4","20","70","68","29","15","20","20","23","9","3","0","0","0"
"전라북도","부안군","여","0","1","2","5","45","65","57","32","24","35","58","34","12","3","1","0","1"
"전라북도","순창군","남","0","0","0","2","15","26","22","13","8","9","12","13","6","4","0","0","0"
"전라북도","순창군","여","0","0","0","1","32","40","28","32","17","22","32","19","8","0","0","0","0"
"전라북도","완주군","남","11","4","2","61","356","346","218","135","59","55","61","40","16","6","2","0","0"
"전라북도","완주군","여","10","4","2","47","350","219","151","75","52","62","75","46","29","7","4","1","1"
"전라북도","익산시","남","26","22","9","165","645","633","410","235","132","90","107","88","48","26","7","4","4"
"전라북도","익산시","여","15","22","8","144","610","445","310","229","136","152","171","168","69","19","6","6","6"
"전라북도","임실군","남","0","0","0","3","29","52","25","19","9","13","7","16","10","2","0","1","1"
"전라북도","임실군","여","1","1","0","2","21","43","44","21","14","26","21","19","9","2","2","0","0"
"전라북도","장수군","남","1","0","0","1","24","53","40","24","10","10","6","9","7","0","1","1","0"
"전라북도","장수군","여","1","1","0","2","24","41","40","9","5","24","18","20","7","2","0","0","0"
"전라북도","전주시 덕진구","남","60","28","7","118","509","418","288","151","65","60","61","58","36","9","4","1","2"
"전라북도","전주시 덕진구","여","68","29","13","118","694","479","282","134","89","120","115","88","48","10","4","0","0"
"전라북도","전주시 완산구","남","17","10","6","107","467","201","109","75","63","63","74","56","26","9","11","2","4"
"전라북도","전주시 완산구","여","19","10","5","137","442","260","213","116","109","102","126","76","48","16","4","2","2"
"전라북도","정읍시","남","5","8","8","29","250","341","266","163","87","57","68","38","20","9","3","0","1"
"전라북도","정읍시","여","10","2","5","35","126","171","123","91","47","76","76","75","24","9","4","2","1"
"전라북도","진안군","남","1","1","2","3","25","21","20","18","3","9","9","12","4","3","0","0","0"
"전라북도","진안군","여","0","1","0","5","31","38","39","15","17","15","26","11","8","2","1","0","0"
"제주특별자치도","서귀포시","남","119","134","124","93","545","903","773","593","412","347","257","144","81","22","17","1","4"
"제주특별자치도","서귀포시","여","114","153","135","121","298","483","512","426","380","303","238","148","70","25","5","4","4"
"제주특별자치도","제주시","남","173","195","130","237","1330","1467","1141","886","516","471","312","239","154","45","37","5","11"
"제주특별자치도","제주시","여","165","176","142","256","935","1101","943","795","544","454","349","280","145","37","13","9","8"
"충청남도","계룡시","남","1","0","0","0","7","21","7","8","14","6","10","7","4","4","0","3","0"
"충청남도","계룡시","여","1","1","0","3","13","21","15","14","9","6","19","4","2","4","1","0","2"
"충청남도","공주시","남","5","9","1","34","195","250","158","95","52","55","70","37","22","7","1","0","0"
"충청남도","공주시","여","6","6","2","65","224","210","121","93","35","69","77","59","14","18","1","2","3"
"충청남도","금산군","남","5","5","0","52","338","220","137","95","49","39","35","23","19","5","2","0","0"
"충청남도","금산군","여","1","4","1","34","326","161","95","61","36","58","50","40","17","2","3","0","0"
"충청남도","논산시","남","15","13","10","37","433","526","376","250","120","89","69","65","30","10","1","3","2"
"충청남도","논산시","여","18","8","7","44","489","490","271","161","83","95","101","77","42","9","2","2","4"
"충청남도","당진시","남","53","33","17","22","372","744","823","545","313","216","209","147","52","6","5","2","1"
"충청남도","당진시","여","54","25","14","23","143","259","280","193","174","213","207","167","48","12","3","1","1"
"충청남도","보령시","남","6","5","5","9","271","590","474","385","222","109","52","30","10","6","3","2","2"
"충청남도","보령시","여","7","2","3","10","54","121","111","69","54","68","54","47","9","9","2","2","0"
"충청남도","부여군","남","1","1","0","1","86","185","132","70","38","38","29","23","10","6","3","0","1"
"충청남도","부여군","여","2","1","2","2","69","122","127","64","29","57","48","35","18","5","2","1","1"
"충청남도","서산시","남","48","25","19","73","344","342","327","303","206","178","162","114","38","14","3","1","2"
"충청남도","서산시","여","60","22","13","79","388","232","269","184","133","152","176","124","45","7","7","0","1"
"충청남도","서천군","남","3","2","1","6","111","267","182","143","102","59","15","9","15","1","3","1","0"
"충청남도","서천군","여","2","4","4","4","34","71","53","28","27","27","28","24","14","4","1","1","1"
"충청남도","아산시","남","257","175","95","140","1289","2167","2086","1449","792","718","472","329","116","31","12","2","7"
"충청남도","아산시","여","277","156","78","250","979","772","837","608","486","535","523","439","87","26","8","4","2"
"충청남도","예산군","남","20","10","4","4","164","357","338","217","122","88","57","49","18","6","0","1","1"
"충청남도","예산군","여","8","6","5","6","66","130","110","69","47","66","78","69","30","6","3","0","1"
"충청남도","천안시 동남구","남","120","67","27","169","680","1021","861","582","385","389","340","255","82","14","4","3","4"
"충청남도","천안시 동남구","여","101","68","27","253","588","492","442","319","223","305","343","304","70","13","12","2","4"
"충청남도","천안시 서북구","남","161","90","43","107","765","1305","1259","905","552","371","349","237","98","25","9","3","2"
"충청남도","천안시 서북구","여","137","77","36","141","499","592","645","411","326","359","365","302","94","25","4","5","3"
"충청남도","청양군","남","1","1","0","0","35","88","63","29","24","15","15","15","3","3","2","1","0"
"충청남도","청양군","여","1","1","2","1","49","72","43","21","17","26","29","20","7","1","3","1","0"
"충청남도","태안군","남","2","1","1","3","103","168","204","200","122","85","26","26","12","5","1","0","0"
"충청남도","태안군","여","2","0","1","2","47","79","55","35","30","39","41","35","11","6","0","2","0"
"충청남도","홍성군","남","18","10","8","13","177","376","337","209","97","64","59","52","26","3","3","2","1"
"충청남도","홍성군","여","7","11","8","10","121","143","99","71","54","60","70","55","20","8","1","1","2"
"충청북도","괴산군","남","0","1","1","4","79","127","109","60","34","27","23","30","13","1","1","0","0"
"충청북도","괴산군","여","1","2","1","5","57","54","38","26","21","19","31","23","9","3","0","0","0"
"충청북도","단양군","남","0","0","0","0","16","25","20","13","11","11","7","7","4","2","0","0","0"
"충청북도","단양군","여","0","0","0","1","9","19","25","9","14","11","16","7","4","2","0","0","1"
"충청북도","보은군","남","3","0","3","2","36","43","39","32","14","25","25","14","6","2","1","0","0"
"충청북도","보은군","여","3","1","0","1","17","49","32","30","18","21","30","22","10","2","2","1","1"
"충청북도","영동군","남","1","2","0","5","30","71","58","37","15","15","19","11","7","4","0","0","0"
"충청북도","영동군","여","1","1","1","5","37","55","39","29","23","22","27","25","12","5","1","0","0"
"충청북도","옥천군","남","2","0","2","1","38","95","106","71","45","20","29","15","11","5","1","0","0"
"충청북도","옥천군","여","1","0","0","4","38","57","30","31","24","33","37","22","11","9","2","0","1"
"충청북도","음성군","남","62","43","13","40","916","1614","1395","963","479","356","296","200","68","10","3","1","1"
"충청북도","음성군","여","57","29","14","20","211","471","327","247","201","250","207","194","48","5","5","0","1"
"충청북도","제천시","남","9","4","3","27","131","137","127","76","33","44","44","47","19","13","2","1","3"
"충청북도","제천시","여","6","8","1","41","133","113","103","72","42","55","65","56","26","17","9","4","5"
"충청북도","증평군","남","6","2","2","1","36","72","61","36","29","28","30","16","5","1","0","1","0"
"충청북도","증평군","여","8","5","0","3","31","54","57","37","38","31","36","32","9","3","1","0","1"
"충청북도","진천군","남","65","35","26","33","416","944","914","609","329","221","200","168","35","8","3","2","0"
"충청북도","진천군","여","57","49","19","16","105","254","255","156","142","177","160","129","34","7","4","2","1"
"충청북도","청주시 상당구","남","3","12","6","7","58","116","65","55","38","61","35","49","19","8","1","1","0"
"충청북도","청주시 상당구","여","6","14","4","12","59","126","95","79","77","74","93","48","25","7","5","2","4"
"충청북도","청주시 서원구","남","42","18","13","51","282","263","201","103","76","76","60","72","15","6","2","0","0"
"충청북도","청주시 서원구","여","38","30","13","49","312","194","138","97","64","59","67","78","13","9","1","1","1"
"충청북도","청주시 청원구","남","42","13","2","70","392","512","390","267","147","127","88","77","27","6","3","0","0"
"충청북도","청주시 청원구","여","39","20","9","61","277","240","220","142","99","102","106","83","33","7","2","0","1"
"충청북도","청주시 흥덕구","남","100","71","45","65","339","469","413","358","206","194","175","128","40","13","1","2","3"
"충청북도","청주시 흥덕구","여","99","59","47","57","309","440","390","216","166","204","186","152","45","14","2","1","4"
"충청북도","충주시","남","18","10","12","151","759","719","535","333","207","155","144","99","38","4","2","1","3"
"충청북도","충주시","여","16","20","4","134","468","358","233","126","92","139","135","84","23","11","5","2","3"
